molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,standard_value_norm,pIC50
CHEMBL179787,N#Cc1cc(-c2ccc(Cl)cc2)c(-c2ccccc2Cl)nc1OCc1ccc(F)c(F)c1,active,467.3020000000002,7.451280000000005,0.0,3.0,-0.04120682717571732,8.096910013008056
CHEMBL248135,CCOC(=O)N1CC(C)(C)CS/C1=N\c1ccccc1C(C)C,active,334.48500000000007,5.029000000000004,0.0,4.0,-0.017250044240423753,5.301029995663981
CHEMBL232730,CSC(=S)N1CC(C)(C)CS/C1=N\c1ccccc1C(C)C,inactive,352.5940000000001,5.520400000000005,0.0,4.0,-0.017250044240423753,5.301029995663981
CHEMBL188,Cc1c(C(=O)c2cccc3ccccc23)c2cccc3c2n1[C@H](CN1CCOCC1)CO3,active,426.51600000000036,4.599620000000004,0.0,5.0,-0.041163635860329166,7.769551078621726
CHEMBL559612,CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1,active,376.5810000000002,5.657300000000008,3.0,3.0,-0.04123514148247177,8.67778070526608
CHEMBL247996,Cc1c(C(C)(C)C)s/c(=N\C(=O)c2cccc(Br)c2)n1CC1CC1,active,407.3770000000001,5.069120000000004,0.0,3.0,-0.04099087059877657,7.275724130399211
CHEMBL248387,Cc1c(C(C)(C)C)s/c(=N\C(=O)c2cc(C(F)(F)F)ccc2N(C)C)n1CC1CC1,active,439.5470000000002,5.391420000000005,0.0,4.0,0.006745130975214829,5.0
CHEMBL398713,COc1ccc(C(F)(F)F)cc1C(=O)/N=c1\sc(C(C)(C)C)c(C)n1CC1CC1,active,426.5040000000003,5.334020000000005,0.0,4.0,-0.032127052874119676,5.721246399047171
CHEMBL248386,Cc1ccc(C(F)(F)F)cc1C(=O)/N=c1\sc(C(C)(C)C)c(C)n1CC1CC1,active,410.50500000000034,5.633840000000005,0.0,3.0,-0.03548637740430908,5.920818753952375
CHEMBL248385,Cc1c(C(C)(C)C)s/c(=N\C(=O)c2cc(C(F)(F)F)ccc2F)n1CC1CC1,active,414.46800000000013,5.464520000000005,0.0,3.0,-0.03404666689137076,5.823908740944319
CHEMBL555610,Cc1c(C(C)(C)C)s/c(=N\C(=O)c2cc(C(F)(F)F)ccc2Cl)n1CC1CC1,active,430.9230000000002,5.978820000000004,0.0,3.0,-0.03726202037026633,6.080921907623926
CHEMBL401132,Cc1c(C(C)(C)C)s/c(=N\C(=O)c2cccc(C(F)(F)F)c2Cl)n1CC1CC1,active,430.9230000000002,5.978820000000004,0.0,3.0,-0.04115403779024291,7.721246399047171
CHEMBL248015,CCOCCn1c(C)c(C(C)(C)C)s/c1=N\C(=O)c1cccc(C(F)(F)F)c1,active,414.49300000000005,4.951920000000005,0.0,4.0,-0.03793388527630421,6.161150909262744
CHEMBL248014,COCCn1c(C)c(C(C)(C)C)s/c1=N\C(=O)c1cccc(C(F)(F)F)c1,active,400.466,4.561820000000004,0.0,4.0,-0.021569175779238697,5.3872161432802645
CHEMBL247830,Cc1c(C(C)(C)C)s/c(=N\C(=O)c2ccccc2C(F)(F)F)n1CC1CC1,active,396.4780000000001,5.325420000000005,0.0,3.0,-0.040573354550024456,6.853871964321762
CHEMBL398666,Cc1c(C(C)(C)C)s/c(=N\C(=O)c2cccc(C(F)(F)F)c2)n1CC1CC1,active,396.4780000000001,5.325420000000005,0.0,3.0,-0.024448596805115328,5.455931955649724
CHEMBL247651,Cc1c(C(C)(C)C)s/c(=N\C(=O)c2cccc(OC(F)(F)F)c2)n1CC1CC1,active,412.47700000000015,5.205220000000004,0.0,4.0,-0.03596628090862185,5.958607314841775
CHEMBL410496,O=C(NC1CCCCC1)c1cc(-n2cccc2)n(-c2ccc(Cl)cc2)n1,active,368.8680000000001,4.378900000000004,1.0,4.0,-0.038845701934498475,6.301029995663981
CHEMBL411110,O=C(NN1CCCCC1)c1cc(-n2cccc2)n(-c2ccccc2)n1,active,335.41100000000006,2.793700000000001,1.0,5.0,-0.017250044240423753,5.301029995663981
CHEMBL261612,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccccc2)c1-n1cccc1,active,349.43800000000005,3.102120000000001,1.0,5.0,-0.017250044240423753,5.301029995663981
CHEMBL411303,N#Cc1c(C(=O)NN2CCCCC2)nn(-c2ccccc2)c1-n1cccc1,active,360.421,2.6653800000000007,1.0,6.0,-0.017250044240423753,5.301029995663981
CHEMBL411112,N#Cc1c(C(=O)NCc2ccc(Cl)c(Cl)c2)nn(-c2ccccc2)c1-n1cccc1,active,436.3020000000001,4.771480000000003,1.0,5.0,-0.038845701934498475,6.301029995663981
CHEMBL428610,O=C(NN1CCCCC1)c1cc(-n2cccc2)n(-c2ccc(Cl)cc2)n1,active,369.85600000000005,3.4471000000000016,1.0,5.0,-0.017250044240423753,5.301029995663981
CHEMBL271988,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2)c1-n1cccc1,active,383.88300000000004,3.7555200000000024,1.0,5.0,-0.040285412447436796,6.698970004336019
CHEMBL271783,Cc1c(C(=O)NCC2CCCCC2)nn(-c2ccc(Cl)cc2)c1-n1cccc1,active,396.922,4.9349200000000035,1.0,4.0,-0.040285412447436796,6.698970004336019
CHEMBL271610,N#Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2)c1-n1cccc1,active,394.866,3.318780000000002,1.0,6.0,-0.017250044240423753,5.301029995663981
CHEMBL412252,Cc1nn(-c2ccc(Cl)cc2)c(-n2cccc2)c1C(=O)NN1CCCCC1,active,383.88300000000027,3.7555200000000015,1.0,5.0,-0.017250044240423753,5.301029995663981
CHEMBL270749,Cc1nn(-c2ccc(Cl)cc2)c(-n2cccc2)c1C(=O)NCc1ccc(Cl)c(Cl)c1,active,459.76400000000024,5.861620000000003,1.0,4.0,-0.017250044240423753,5.301029995663981
CHEMBL410728,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-n1cccc1,active,418.3280000000001,4.408920000000003,1.0,5.0,-0.025408403813740873,5.481486060122113
CHEMBL259684,Cc1c(C(=O)NCc2ccc(Cl)c(Cl)c2)nn(-c2ccc(Cl)cc2Cl)c1-n1cccc1,active,494.2090000000002,6.515020000000003,1.0,4.0,-0.040928483143215906,7.180456064458132
CHEMBL406924,Cc1c(C(=O)NC2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-n1cccc1,active,417.34000000000003,5.340720000000005,1.0,4.0,-0.040765315951749564,7.0
CHEMBL259476,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-n1c(C)ccc1C,active,446.3820000000002,5.0257600000000044,1.0,5.0,-0.04092368410817278,7.173925197299173
CHEMBL410727,Cc1c(C(=O)NCc2ccc(Cl)c(Cl)c2)nn(-c2ccc(Cl)cc2Cl)c1-n1c(C)ccc1C,active,522.2630000000003,7.131860000000005,1.0,4.0,-0.04100526770390595,7.301029995663981
CHEMBL261382,Cc1c(C(=O)NC2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-n1c(C)ccc1C,active,445.3940000000001,5.957560000000005,1.0,4.0,-0.04089009086287088,7.130768280269024
CHEMBL261381,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)c(Cl)c2)c1-n1cccc1,active,418.3280000000001,4.408920000000003,1.0,5.0,-0.04098607156373344,7.267606240177032
CHEMBL272035,Cc1c(C(=O)NCc2ccc(Cl)c(Cl)c2)nn(-c2ccc(Cl)c(Cl)c2)c1-n1cccc1,active,494.2090000000002,6.515020000000003,1.0,4.0,-0.04094767928338842,7.2076083105017466
CHEMBL272203,Cc1c(C(=O)NC2CCCCC2)nn(-c2ccc(Cl)c(Cl)c2)c1-n1cccc1,active,417.34000000000003,5.340720000000005,1.0,4.0,-0.04119722910563106,8.0
CHEMBL259255,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)c(Cl)c2)c1-n1c(C)ccc1C,active,446.3820000000002,5.0257600000000044,1.0,5.0,-0.04100526770390595,7.301029995663981
CHEMBL259042,Cc1c(C(=O)NCc2ccc(Cl)c(Cl)c2)nn(-c2ccc(Cl)c(Cl)c2)c1-n1c(C)ccc1C,active,522.2630000000003,7.131860000000005,1.0,4.0,-0.038845701934498475,6.301029995663981
CHEMBL271824,Cc1c(C(=O)NC2CCCCC2)nn(-c2ccc(Cl)c(Cl)c2)c1-n1c(C)ccc1C,active,445.3940000000001,5.957560000000005,1.0,4.0,-0.04112524357998414,7.6020599913279625
CHEMBL408968,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(F)cc2F)c1-n1cccc1,active,385.41800000000006,3.380320000000002,1.0,5.0,-0.017250044240423753,5.301029995663981
CHEMBL260095,Cc1c(C(=O)NN2CCCCC2)nn(-c2c(Cl)cc(Cl)cc2Cl)c1-n1cccc1,active,452.77300000000014,5.062320000000004,1.0,5.0,-0.025888307318053642,5.494850021680094
CHEMBL270345,Cc1c(C(=O)NN2CCOCC2)nn(-c2ccc(F)cc2F)c1-n1cccc1,active,387.39000000000004,2.2266199999999996,1.0,6.0,-0.017250044240423753,5.301029995663981
CHEMBL410913,Cc1c(C(=O)NCc2ccc(Cl)c(Cl)c2)nn(-c2ccc(F)cc2F)c1-n1cccc1,active,461.2990000000001,5.486420000000003,1.0,4.0,-0.017250044240423753,5.301029995663981
CHEMBL410912,Cc1c(C(=O)NC2CCCCC2)nn(-c2ccc(F)cc2F)c1-n1cccc1,active,384.43000000000006,4.312120000000003,1.0,4.0,-0.027807921335304728,5.552841968657781
CHEMBL272616,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(F)cc2F)c1-n1c(C)ccc1C,active,413.47200000000015,3.9971600000000036,1.0,5.0,-0.027807921335304728,5.552841968657781
CHEMBL409150,Cc1c(C(=O)NCc2ccc(Cl)c(Cl)c2)nn(-c2ccc(F)cc2F)c1-n1c(C)ccc1C,active,489.3530000000002,6.103260000000004,1.0,4.0,-0.04094767928338842,7.2076083105017466
CHEMBL269919,Cc1c(C(=O)NC2CCCCC2)nn(-c2ccc(F)cc2F)c1-n1c(C)ccc1C,active,412.48400000000015,4.9289600000000044,1.0,4.0,-0.04094767928338842,7.2076083105017466
CHEMBL411041,Cc1c(C(=O)NCc2ccc(Cl)c(Cl)c2)nn(-c2c(Cl)cc(Cl)cc2Cl)c1-n1cccc1,active,528.6540000000002,7.168420000000004,1.0,4.0,-0.038845701934498475,6.301029995663981
CHEMBL271611,Cc1c(C(=O)NN2CCCCC2)nn(-c2c(Cl)cc(Cl)cc2Cl)c1-n1c(C)ccc1C,active,480.8270000000002,5.679160000000005,1.0,5.0,-0.040285412447436796,6.698970004336019
CHEMBL271782,Cc1c(C(=O)NC2CCCCC2)nn(-c2c(Cl)cc(Cl)cc2Cl)c1-n1c(C)ccc1C,active,479.83900000000017,6.610960000000006,1.0,4.0,-0.04100526770390595,7.301029995663981
CHEMBL398666,Cc1c(C(C)(C)C)s/c(=N\C(=O)c2cccc(C(F)(F)F)c2)n1CC1CC1,active,396.4780000000001,5.325420000000005,0.0,3.0,-0.024448596805115328,5.455931955649724
CHEMBL559612,CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1,active,376.5810000000002,5.657300000000008,3.0,3.0,-0.04123514148247177,8.67778070526608
CHEMBL440407,CC(C)OCCn1/c(=N/C(=O)c2cccc(C(F)(F)F)c2F)cc(C(C)(C)C)n1C,active,429.4580000000002,4.448100000000004,0.0,4.0,-0.03759795282328527,6.119186407719209
CHEMBL410243,CCOCCn1/c(=N/C(=O)c2cccc(C(F)(F)F)c2F)cc(C(C)(C)C)n1C,active,415.43100000000015,4.059600000000003,0.0,4.0,-0.03707005896854122,6.060480747381382
CHEMBL263913,Cn1c(C(C)(C)C)c/c(=N\C(=O)c2cccc(C(F)(F)F)c2F)n1CC1CCCC1,active,425.4700000000002,5.213300000000005,0.0,3.0,-0.03735800107112888,6.0915149811213505
CHEMBL264154,Cn1c(C(C)(C)C)c/c(=N\C(=O)c2cccc(C(F)(F)F)c2F)n1CC1CCC1,active,411.44300000000015,4.823200000000004,0.0,3.0,-0.036734126515522283,6.026872146400302
CHEMBL402938,Cn1c(C(C)(C)C)c/c(=N\C(=O)c2cc(C(F)(F)F)ccc2F)n1CC1CC1,active,397.4160000000001,4.433100000000003,0.0,3.0,-0.023488789796489783,5.431798275933005
CHEMBL272754,Cc1c(C(=O)/N=c2\cc(C(C)(C)C)n(C)n2CC2CC2)cccc1C(F)(F)F,active,393.4530000000001,4.602420000000005,0.0,3.0,-0.0350064738999963,5.886056647693163
CHEMBL261031,Cn1c(C(C)(C)C)c/c(=N\C(=O)c2cccc(C(F)(F)F)c2Cl)n1CC1CC1,active,413.87100000000015,4.9474000000000045,0.0,3.0,-0.03068734236118136,5.657577319177793
CHEMBL410014,Cn1c(C(C)(C)C)c/c(=N\C(=O)c2cccc(C(F)(F)F)c2F)n1CC1CC1,active,397.4160000000001,4.433100000000003,0.0,3.0,-0.02204907928355147,5.3979400086720375
CHEMBL262865,CC1(C)C(C(=O)c2cn(CCN3CCOCC3)c3ccccc23)C1(C)C,active,354.494,3.8384000000000036,0.0,4.0,-0.03966153789183019,6.481486060122113
CHEMBL408430,CN1CCCCC1Cn1cc(C(=O)c2cc([N+](=O)[O-])ccc2I)c2ccccc21,active,503.3400000000001,4.869400000000004,0.0,5.0,-0.03990148964398658,6.552841968657781
CHEMBL250699,COc1cc(NC(=O)c2ccc(-c3ccc(Cl)cc3)o2)cc(OC)c1,active,357.7930000000001,4.869500000000003,1.0,4.0,0.006745130975214829,5.0
CHEMBL220360,C[C@H](NC(=O)C(C)(C)Oc1ccc(C(F)(F)F)cn1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(C#N)c1,active,515.9630000000002,6.314080000000006,1.0,4.0,-0.04124166817013042,9.130768280269024
CHEMBL220360,C[C@H](NC(=O)C(C)(C)Oc1ccc(C(F)(F)F)cn1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(C#N)c1,active,515.9630000000002,6.314080000000006,1.0,4.0,-0.041221224280846694,8.301029995663981
CHEMBL220360,C[C@H](NC(=O)C(C)(C)Oc1ccc(C(F)(F)F)cn1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(C#N)c1,active,515.9630000000002,6.314080000000006,1.0,4.0,-0.04122170418435101,8.309803919971486
CHEMBL220360,C[C@H](NC(=O)C(C)(C)Oc1ccc(C(F)(F)F)cn1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(C#N)c1,active,515.9630000000002,6.314080000000006,1.0,4.0,-0.04123946061401058,8.920818753952375
CHEMBL220360,C[C@H](NC(=O)C(C)(C)Oc1ccc(C(F)(F)F)cn1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(C#N)c1,inactive,515.9630000000002,6.314080000000006,1.0,4.0,-0.04115403779024291,7.721246399047171
CHEMBL220360,C[C@H](NC(=O)C(C)(C)Oc1ccc(C(F)(F)F)cn1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(C#N)c1,inactive,515.9630000000002,6.314080000000006,1.0,4.0,-0.04113964068511353,7.657577319177793
CHEMBL285932,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(I)cc1,inactive,555.2470000000001,5.889820000000004,1.0,4.0,-0.04122842283341139,8.455931955649724
CHEMBL285932,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(I)cc1,inactive,555.2470000000001,5.889820000000004,1.0,4.0,-0.0411012484047685,7.522878745280337
CHEMBL285932,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(I)cc1,inactive,555.2470000000001,5.889820000000004,1.0,4.0,-0.04033340279786807,6.721246399047171
CHEMBL285932,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(I)cc1,inactive,555.2470000000001,5.889820000000004,1.0,4.0,-0.04095727735347467,7.221848749616356
CHEMBL285932,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(I)cc1,inactive,555.2470000000001,5.889820000000004,1.0,4.0,-0.04124238802538689,9.229147988357855
CHEMBL285932,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(I)cc1,inactive,555.2470000000001,5.889820000000004,1.0,4.0,-0.03961354754139891,6.468521082957745
CHEMBL285932,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(I)cc1,inactive,555.2470000000001,5.889820000000004,1.0,4.0,-0.041243683764848535,9.494850021680094
CHEMBL220360,C[C@H](NC(=O)C(C)(C)Oc1ccc(C(F)(F)F)cn1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(C#N)c1,inactive,515.9630000000002,6.314080000000006,1.0,4.0,-0.04124476834676829,10.0268721464003
CHEMBL220360,C[C@H](NC(=O)C(C)(C)Oc1ccc(C(F)(F)F)cn1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(C#N)c1,inactive,515.9630000000002,6.314080000000006,1.0,4.0,-0.0412437797455494,9.522878745280337
CHEMBL111,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,active,463.79600000000016,5.938620000000005,1.0,4.0,-0.040669335250887007,6.920818753952375
CHEMBL463846,CC(C)(C)NC(=O)N1CCN(C(c2ccc(Br)cc2)c2ccccc2Cl)CC1,active,464.83500000000015,5.317600000000006,1.0,2.0,-0.03987269543372781,6.543633966870957
CHEMBL463845,O=C(NCC1CCCCC1)N1CCN(C(c2ccc(Br)cc2)c2ccccc2Cl)CC1,active,504.9000000000002,6.099400000000006,1.0,2.0,-0.04054456033976569,6.835647144215563
CHEMBL463847,O=C(NC1CCCCCC1)N1CCN(C(c2ccc(Br)cc2)c2ccccc2Cl)CC1,active,504.9000000000002,6.241900000000006,1.0,2.0,-0.04100814712493183,7.306273051076353
CHEMBL464872,O=C(NC1CCCCC1)N1CCN(C(c2ccc(Br)cc2)c2ccccc2Cl)CC1,active,490.87300000000016,5.851800000000006,1.0,2.0,-0.04094384005535392,7.2020403562628035
CHEMBL465697,O=C(NCC1CCCCC1)N1CCN(C(c2ccc(Cl)cc2)c2ccccc2C(F)(F)F)CC1,active,494.0010000000002,6.355700000000006,1.0,2.0,-0.03741558949164642,6.09799710864927
CHEMBL488615,O=C(NC1CCCCCC1)N1CCN(C(c2ccc(Cl)cc2)c2ccccc2C(F)(F)F)CC1,active,494.0010000000002,6.498200000000006,1.0,2.0,-0.040266216307264284,6.690369832574102
CHEMBL488614,O=C(NC1CCCCC1)N1CCN(C(c2ccc(Cl)cc2)c2ccccc2C(F)(F)F)CC1,active,479.97400000000016,6.108100000000006,1.0,2.0,-0.04035259893804058,6.730487055782084
CHEMBL528325,Cc1ccccc1C(c1ccc(Cl)cc1)N1CCN(C(=O)NC(C)(C)C)CC1,active,399.96600000000024,4.863520000000004,1.0,2.0,-0.03964234175165768,6.476253533188435
CHEMBL488613,Cc1ccccc1C(c1ccc(Cl)cc1)N1CCN(C(=O)NCC2CCCCC2)CC1,active,440.0310000000004,5.645320000000005,1.0,2.0,-0.03961354754139891,6.468521082957745
CHEMBL488031,Cc1ccccc1C(c1ccc(Cl)cc1)N1CCN(C(=O)NC2CCCCCC2)CC1,active,440.0310000000004,5.787820000000005,1.0,2.0,-0.04046297674403252,6.787812395596042
CHEMBL487855,Cc1ccccc1C(c1ccc(Cl)cc1)N1CCN(C(=O)NC2CCCCC2)CC1,active,426.00400000000036,5.397720000000005,1.0,2.0,-0.04030940762265243,6.709965388637482
CHEMBL519584,CC(C)(C)NC(=O)N1CCN(C(c2ccc(Cl)cc2)c2ccccc2Cl)CC1,active,420.3840000000001,5.208500000000004,1.0,2.0,-0.03911924693195676,6.3535962737769305
CHEMBL487854,O=C(NCC1CCCCC1)N1CCN(C(c2ccc(Cl)cc2)c2ccccc2Cl)CC1,active,460.4490000000002,5.990300000000007,1.0,2.0,-0.039935082889288466,6.5638373529592435
CHEMBL488218,O=C(NC1CCCCCC1)N1CCN(C(c2ccc(Cl)cc2)c2ccccc2Cl)CC1,active,460.4490000000002,6.132800000000007,1.0,2.0,-0.04016063753631547,6.645891560852599
CHEMBL488037,O=C(NC1CCCCC1)N1CCN(C(c2ccc(Cl)cc2)c2ccccc2Cl)CC1,active,446.42200000000014,5.742700000000006,1.0,2.0,-0.04063094297054199,6.892790030352131
CHEMBL472299,CC(C)(C)NC(=O)N1CCN(C(c2ccc(Cl)cc2)c2cccc(Cl)c2Cl)CC1,active,454.8290000000002,5.861900000000006,1.0,2.0,-0.03972872438243398,6.5003129173815966
CHEMBL472300,O=C(NC1CCCCCC1)N1CCN(C(c2ccc(Cl)cc2)c2cccc(Cl)c2Cl)CC1,active,494.89400000000023,6.786200000000006,1.0,2.0,-0.03921042859777618,6.372634143407267
CHEMBL487853,O=C(NC1CCCCC1)N1CCN(C(c2ccc(Cl)cc2)c2cccc(Cl)c2Cl)CC1,active,480.8670000000002,6.396100000000006,1.0,2.0,-0.039128845002043014,6.355561410532162
CHEMBL521068,O=C(NCC1CCCCC1)N1CCN(C(c2ccc(Cl)cc2)c2ccc(Cl)cc2Cl)CC1,active,494.89400000000023,6.643700000000006,1.0,2.0,-0.03625422301120951,5.982966660701219
CHEMBL487676,O=C(NC1CCCCCC1)N1CCN(C(c2ccc(Cl)cc2)c2ccc(Cl)cc2Cl)CC1,active,494.89400000000023,6.786200000000006,1.0,2.0,-0.03774672290962223,6.137272471682025
CHEMBL529436,O=C(NC1CCCCC1)N1CCN(C(c2ccc(Cl)cc2)c2ccc(Cl)cc2Cl)CC1,active,480.8670000000002,6.396100000000006,1.0,2.0,-0.039483973595234464,6.43533393574791
CHEMBL188,Cc1c(C(=O)c2cccc3ccccc23)c2cccc3c2n1[C@H](CN1CCOCC1)CO3,active,426.51600000000036,4.599620000000004,0.0,5.0,-0.04123562138597608,8.698970004336019
CHEMBL13178,COc1ccc(C(=O)c2c(C)n(CCN3CCOCC3)c3ccccc23)cc1,active,378.4720000000001,3.5215200000000024,0.0,5.0,-0.03907125658152548,6.343901797987168
CHEMBL28045,COc1ccc(C(=O)c2c3n(c4ccccc24)C(CN2CCOCC2)CC3)cc1,active,390.4830000000003,3.700400000000003,0.0,5.0,-0.041243683764848535,9.494850021680094
CHEMBL262865,CC1(C)C(C(=O)c2cn(CCN3CCOCC3)c3ccccc23)C1(C)C,active,354.494,3.8384000000000036,0.0,4.0,-0.03966153789183019,6.481486060122113
CHEMBL498268,Cc1c(C2=NC(=O)C(C)(C)N2C)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,active,461.7800000000002,5.805120000000005,0.0,4.0,-0.040982712239203245,7.262012673666569
CHEMBL525551,CCN1C(c2nn(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)c2C)=NC(=O)C1(C)C,active,475.8070000000002,6.195220000000004,0.0,4.0,-0.04073172270644767,6.97061622231479
CHEMBL499075,CCCN1C(c2nn(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)c2C)=NC(=O)C1(C)C,active,489.83400000000023,6.585320000000006,0.0,4.0,-0.03714876314324851,6.068745593583587
CHEMBL499076,CCCCN1C(c2nn(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)c2C)=NC(=O)C1(C)C,active,503.8610000000003,6.975420000000007,0.0,4.0,-0.03591445133015607,5.95436412892178
CHEMBL527108,C=CCN1C(c2nn(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)c2C)=NC(=O)C1(C)C,active,487.81800000000027,6.3613200000000045,0.0,4.0,-0.040050739633827846,6.603975103391407
CHEMBL524727,Cc1c(C2=NC(=O)C(C)(C)N2C2CC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,active,487.8180000000002,6.337720000000005,0.0,4.0,-0.040788351319956576,7.021363051615525
CHEMBL527081,Cc1c(C2=NC(=O)C(C)(C)N2Cc2ccccc2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,active,537.8780000000003,7.375520000000005,0.0,4.0,-0.04029980955256617,6.705533773838407
CHEMBL500688,CN1C(c2cc(-c3ccc(Cl)cc3)n(-c3ccc(Cl)cc3Cl)n2)=NC(=O)C1(C)C,active,447.75300000000016,5.496700000000003,0.0,4.0,-0.03968505316354151,6.487983030503873
CHEMBL500689,CCc1c(C2=NC(=O)C(C)(C)N2C)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,active,475.80700000000024,6.059100000000005,0.0,4.0,-0.04118331190400599,7.889410289700751
CHEMBL500690,Cc1c(C2=NC(=O)C(C)(C)N2C)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Br)cc1,active,506.23100000000017,5.914220000000005,0.0,4.0,-0.041017745195018086,7.324221658325915
CHEMBL500437,CCc1c(C2=NC(=O)C(C)(C)N2C)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Br)cc1,active,520.2580000000003,6.168200000000005,0.0,4.0,-0.041166995184859355,7.787812395596042
CHEMBL526089,COc1ccc(-c2c(C)c(C3=NC(=O)C(C)(C)N3C)nn2-c2ccc(Cl)cc2Cl)cc1,active,457.3610000000001,5.160320000000005,0.0,5.0,-0.04022878383392789,6.674074044228534
CHEMBL497879,Cc1c(C2=NC(=O)C(C)(C)N2C)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(C(F)(F)F)cc1,active,495.33200000000016,6.170520000000004,0.0,4.0,-0.041168914798876605,7.798602875679548
CHEMBL524634,Cc1c(C2=NC(=S)C(C)(C)N2C)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,active,477.8480000000002,6.605920000000005,0.0,4.0,-0.041214985535290634,8.200659450546418
CHEMBL498746,CCc1c(C2=NC(=S)C(C)(C)N2C)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,active,491.8750000000002,6.859900000000005,0.0,4.0,-0.041187631035544806,7.920818753952375
CHEMBL498747,CN1C(c2nn(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)c2Br)=NC(=O)C1(C)C,active,526.6490000000001,6.259200000000005,0.0,4.0,-0.04104126046672941,7.371611069949688
CHEMBL498748,CN1C(c2nn(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)c2C2CC2)=NC(=O)C1(C)C,active,487.8180000000002,6.374100000000006,0.0,4.0,-0.04103454181766903,7.357535479757878
CHEMBL496695,Cc1c(C2=NC(C)(C)C(=O)N2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,active,447.75300000000016,5.462920000000003,1.0,4.0,-0.04098895098475932,7.272458742971444
CHEMBL524277,CCc1c(C2=NC(C)(C)C(=O)N2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,active,461.7800000000002,5.716900000000004,1.0,4.0,-0.04108877091365637,7.486782399932061
CHEMBL497913,CCc1c(C2=NC3(CCC3)C(=O)N2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,active,473.79100000000017,5.861000000000005,1.0,4.0,-0.04113580145707903,7.642065152999546
CHEMBL497914,CCc1c(C2=NC3(CCCC3)C(=O)N2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,active,487.8180000000002,6.251100000000005,1.0,4.0,-0.04117515354443267,7.835647144215563
